Name,Value,Type
cb4_v62,"0.00, 0.00, 0.00, 1.00",float4
cb4_v63,"0.00, 0.00, 0.00, 1.00",float4
cb4_v64,"0.00, 0.00, 0.00, 1.00",float4
cb4_v65,"0.00, 0.00, 0.00, 1.00",float4
cb4_v66,"0.00, 0.00, 0.00, 1.00",float4
cb4_v67,"0.00, 0.00, 0.00, 1.00",float4
cb4_v68,"0.00, 0.00, 0.00, 1.00",float4
cb4_v69,"0.00, 0.00, 0.00, 1.00",float4
cb4_v70,"0.00, 0.00, 0.00, 1.00",float4
cb4_v71,"0.00, 0.00, 0.00, 1.00",float4
cb4_v72,"0.00, 0.00, 0.00, 1.00",float4
cb4_v73,"0.00, 0.00, 0.00, 1.00",float4
cb4_v74,"0.00, 0.00, 0.00, 1.00",float4
cb4_v75,"0.00, 0.00, 0.00, 1.00",float4
cb4_v76,"0.00, 0.00, 0.00, 1.00",float4
cb4_v77,"0.00, 0.00, 0.00, 1.00",float4
cb4_v78,"0.00, 0.00, 0.00, 1.00",float4
cb4_v79,"0.00, 0.00, 0.00, 1.00",float4
cb4_v80,"0.00, 0.00, 0.00, 1.00",float4
cb4_v81,"0.00, 0.00, 0.00, 1.00",float4
cb4_v82,"0.00, 0.00, 0.00, 1.00",float4
cb4_v83,"0.00, 0.00, 0.00, 1.00",float4
cb4_v84,"0.00, 0.00, 0.00, 1.00",float4
cb4_v85,"0.00, 0.00, 0.00, 1.00",float4
cb4_v86,"0.00, 0.00, 0.00, 1.00",float4
cb4_v87,"0.00, 0.00, 0.00, 1.00",float4
cb4_v88,"0.00, 0.00, 0.00, 1.00",float4
cb4_v89,"0.00, 0.00, 0.00, 1.00",float4
cb4_v90,"0.00, 0.00, 0.00, 1.00",float4
cb4_v91,"0.00, 0.00, 0.00, 1.00",float4
cb4_v92,"0.00, 0.00, 0.00, 1.00",float4
cb4_v93,"0.00, 0.00, 0.00, 1.00",float4
cb4_v94,"0.00, 0.00, 0.00, 1.00",float4
cb4_v95,"0.00, 0.00, 0.00, 1.00",float4
cb4_v96,"0.00, 0.00, 0.00, 1.00",float4
cb4_v97,"0.00, 0.00, 0.00, 1.00",float4
cb4_v98,"0.00, 0.00, 0.00, 1.00",float4
cb4_v99,"0.00, 0.00, 0.00, 1.00",float4
cb4_v100,"0.00, 0.00, 0.00, 1.00",float4
cb4_v101,"0.00, 0.00, 0.00, 1.00",float4
cb4_v102,"0.00, 0.00, 0.00, 1.00",float4
cb4_v103,"0.00, 0.00, 0.00, 1.00",float4
cb4_v104,"0.00, 0.00, 0.00, 1.00",float4
cb4_v105,"0.00, 0.00, 0.00, 1.00",float4
cb4_v106,"0.00, 0.00, 0.00, 1.00",float4
cb4_v107,"0.00, 0.00, 0.00, 1.00",float4
cb4_v108,"0.00, 0.00, 0.00, 1.00",float4
cb4_v109,"0.00, 0.00, 0.00, 1.00",float4
cb4_v110,"0.00, 0.00, 0.00, 1.00",float4
cb4_v111,"0.00, 0.00, 0.00, 1.00",float4
cb4_v112,"0.00, 0.00, 0.00, 1.00",float4
cb4_v113,"0.00, 0.00, 0.00, 1.00",float4
cb4_v114,"0.00, 0.00, 0.00, 1.00",float4
cb4_v115,"0.00, 0.00, 0.00, 1.00",float4
cb4_v116,"0.00, 0.00, 0.00, 1.00",float4
cb4_v117,"0.00, 0.00, 0.00, 1.00",float4
cb4_v118,"0.00, 0.00, 0.00, 1.00",float4
cb4_v119,"0.00, 0.00, 0.00, 1.00",float4
cb4_v120,"0.00, 0.00, 0.00, 1.00",float4
cb4_v121,"0.00, 0.00, 0.00, 1.00",float4
cb4_v122,"0.00, 0.00, 0.00, 1.00",float4
cb4_v123,"0.00, 0.00, 0.00, 1.00",float4
cb4_v124,"0.00, 0.00, 0.00, 1.00",float4
cb4_v125,"0.00, 0.00, 0.00, 1.00",float4
cb4_v126,"0.00, 0.00, 0.00, 1.00",float4
cb4_v127,"0.00, 0.00, 0.00, 1.00",float4
cb4_v128,"0.00, 0.00, 0.00, 1.00",float4
cb4_v129,"0.00, 0.00, 0.00, 1.00",float4
cb4_v130,"0.00, 0.00, 0.00, 1.00",float4
cb4_v131,"0.00, 0.00, 0.00, 1.00",float4
cb4_v132,"0.00, 0.00, 0.00, 1.00",float4
cb4_v133,"0.00, 0.00, 0.00, 1.00",float4
cb4_v134,"0.00, 0.00, 0.00, 1.00",float4
cb4_v135,"0.00, 0.00, 0.00, 1.00",float4
cb4_v136,"0.00, 0.00, 0.00, 1.00",float4
cb4_v137,"0.00, 0.00, 0.00, 1.00",float4
cb4_v138,"0.00, 0.00, 0.00, 1.00",float4
cb4_v139,"0.00, 0.00, 0.00, 1.00",float4
cb4_v140,"0.00, 0.00, 0.00, 1.00",float4
cb4_v141,"0.00, 0.00, 0.00, 1.00",float4
cb4_v142,"0.00, 0.00, 0.00, 1.00",float4
cb4_v143,"0.00, 0.00, 0.00, 1.00",float4
cb4_v144,"0.00, 0.00, 0.00, 1.00",float4
cb4_v145,"0.00, 0.00, 0.00, 1.00",float4
cb4_v146,"0.00, 0.00, 0.00, 1.00",float4
cb4_v147,"0.00, 0.00, 0.00, 1.00",float4
cb4_v148,"0.00, 0.00, 0.00, 1.00",float4
cb4_v149,"0.00, 0.00, 0.00, 1.00",float4
cb4_v150,"0.00, 0.00, 0.00, 1.00",float4
cb4_v151,"0.00, 0.00, 0.00, 1.00",float4
cb4_v152,"0.00, 0.00, 0.00, 1.00",float4
cb4_v153,"0.00, 0.00, 0.00, 1.00",float4
cb4_v154,"0.00, 0.00, 0.00, 1.00",float4
cb4_v155,"0.00, 0.00, 0.00, 1.00",float4
cb4_v156,"0.00, 0.00, 0.00, 1.00",float4
cb4_v157,"0.00, 0.00, 0.00, 1.00",float4
cb4_v158,"0.00, 0.00, 0.00, 1.00",float4
cb4_v159,"0.00, 0.00, 0.00, 1.00",float4
cb4_v160,"0.00, 0.00, 0.00, 1.00",float4
cb4_v161,"0.00, 0.00, 0.00, 1.00",float4
cb4_v162,"0.00, 0.00, 0.00, 1.00",float4
cb4_v163,"0.00, 0.00, 0.00, 1.00",float4
cb4_v164,"0.00, 0.00, 0.00, 1.00",float4
cb4_v165,"0.00, 0.00, 0.00, 1.00",float4
cb4_v166,"0.00, 0.00, 0.00, 1.00",float4
cb4_v167,"0.00, 0.00, 0.00, 1.00",float4
cb4_v168,"0.00, 0.00, 0.00, 1.00",float4
cb4_v169,"0.00, 0.00, 0.00, 1.00",float4
cb4_v170,"0.00, 0.00, 0.00, 1.00",float4
cb4_v171,"0.00, 0.00, 0.00, 1.00",float4
cb4_v172,"0.00, 0.00, 0.00, 1.00",float4
cb4_v173,"0.00, 0.00, 0.00, 1.00",float4
cb4_v174,"0.00, 0.00, 0.00, 1.00",float4
cb4_v175,"0.00, 0.00, 0.00, 1.00",float4
cb4_v176,"0.00, 0.00, 0.00, 1.00",float4
cb4_v177,"0.00, 0.00, 0.00, 1.00",float4
cb4_v178,"0.00, 0.00, 0.00, 1.00",float4
cb4_v179,"0.00, 0.00, 0.00, 1.00",float4
cb4_v180,"0.00, 0.00, 0.00, 1.00",float4
cb4_v181,"0.00, 0.00, 0.00, 1.00",float4
cb4_v182,"0.00, 0.00, 0.00, 1.00",float4
cb4_v183,"0.00, 0.00, 0.00, 1.00",float4
cb4_v184,"0.00, 0.00, 0.00, 1.00",float4
cb4_v185,"0.00, 0.00, 0.00, 1.00",float4
cb4_v186,"0.00, 0.00, 0.00, 1.00",float4
cb4_v187,"0.00, 0.00, 0.00, 1.00",float4
cb4_v188,"0.00, 0.00, 0.00, 1.00",float4
cb4_v189,"0.00, 0.00, 0.00, 1.00",float4
cb4_v190,"0.00, 0.00, 0.00, 1.00",float4
cb4_v191,"0.00, 0.00, 0.00, 1.00",float4
cb4_v192,"0.00, 0.00, 0.00, 1.00",float4
cb4_v193,"0.00, 0.00, 0.00, 1.00",float4
cb4_v194,"0.00, 0.00, 0.00, 1.00",float4
cb4_v195,"0.00, 0.00, 0.00, 1.00",float4
cb4_v196,"0.00, 0.00, 0.00, 1.00",float4
cb4_v197,"0.00, 0.00, 0.00, 1.00",float4
cb4_v198,"0.00, 0.00, 0.00, 1.00",float4
cb4_v199,"0.00, 0.00, 0.00, 1.00",float4
cb4_v200,"0.00, 0.00, 0.00, 1.00",float4
cb4_v201,"0.00, 0.00, 0.00, 1.00",float4
cb4_v202,"0.00, 0.00, 0.00, 1.00",float4
cb4_v203,"0.00, 0.00, 0.00, 1.00",float4
cb4_v204,"0.00, 0.00, 0.00, 1.00",float4
cb4_v205,"0.00, 0.00, 0.00, 1.00",float4
cb4_v206,"0.00, 0.00, 0.00, 1.00",float4
cb4_v207,"0.00, 0.00, 0.00, 1.00",float4
cb4_v208,"0.00, 0.00, 0.00, 1.00",float4
cb4_v209,"0.00, 0.00, 0.00, 1.00",float4
cb4_v210,"0.00, 0.00, 0.00, 1.00",float4
cb4_v211,"0.00, 0.00, 0.00, 1.00",float4
cb4_v212,"0.00, 0.00, 0.00, 1.00",float4
cb4_v213,"0.00, 0.00, 0.00, 1.00",float4
cb4_v214,"0.00, 0.00, 0.00, 1.00",float4
cb4_v215,"0.00, 0.00, 0.00, 1.00",float4
cb4_v216,"0.00, 0.00, 0.00, 1.00",float4
cb4_v217,"0.00, 0.00, 0.00, 1.00",float4
cb4_v218,"0.00, 0.00, 0.00, 1.00",float4
cb4_v219,"0.00, 0.00, 0.00, 1.00",float4
cb4_v220,"0.00, 0.00, 0.00, 1.00",float4
cb4_v221,"0.00, 0.00, 0.00, 1.00",float4
cb4_v222,"0.00, 0.00, 0.00, 1.00",float4
cb4_v223,"0.00, 0.00, 0.00, 1.00",float4
cb4_v224,"0.00, 0.00, 0.00, 1.00",float4
cb4_v225,"0.00, 0.00, 0.00, 1.00",float4
cb4_v226,"0.00, 0.00, 0.00, 1.00",float4
cb4_v227,"0.00, 0.00, 0.00, 1.00",float4
cb4_v228,"0.00, 0.00, 0.00, 1.00",float4
cb4_v229,"0.00, 0.00, 0.00, 1.00",float4
cb4_v230,"0.00, 0.00, 0.00, 1.00",float4
cb4_v231,"0.00, 0.00, 0.00, 1.00",float4
cb4_v232,"0.00, 0.00, 0.00, 1.00",float4
cb4_v233,"0.00, 0.00, 0.00, 1.00",float4
cb4_v234,"0.00, 0.00, 0.00, 1.00",float4
cb4_v235,"0.00, 0.00, 0.00, 1.00",float4
cb4_v236,"0.00, 0.00, 0.00, 1.00",float4
cb4_v237,"0.00, 0.00, 0.00, 1.00",float4
cb4_v238,"0.00, 0.00, 0.00, 1.00",float4
cb4_v239,"0.00, 0.00, 0.00, 1.00",float4
cb4_v240,"0.00, 0.00, 0.00, 1.00",float4
cb4_v241,"0.00, 0.00, 0.00, 1.00",float4
cb4_v242,"0.00, 0.00, 0.00, 1.00",float4
cb4_v243,"0.00, 0.00, 0.00, 1.00",float4
cb4_v244,"0.00, 0.00, 0.00, 1.00",float4
cb4_v245,"0.00, 0.00, 0.00, 1.00",float4
cb4_v246,"0.00, 0.00, 0.00, 1.00",float4
cb4_v247,"0.00, 0.00, 0.00, 1.00",float4
cb4_v248,"0.00, 0.00, 0.00, 1.00",float4
cb4_v249,"0.00, 0.00, 0.00, 1.00",float4
cb4_v250,"0.00, 0.00, 0.00, 1.00",float4
cb4_v251,"0.00, 0.00, 0.00, 1.00",float4
cb4_v252,"0.00, 0.00, 0.00, 1.00",float4
cb4_v253,"0.00, 0.00, 0.00, 1.00",float4
cb4_v254,"0.00, 0.00, 0.00, 1.00",float4
cb4_v255,"0.00, 0.00, 0.00, 1.00",float4
cb4_v256,"0.00, 0.00, 0.00, 1.00",float4
cb4_v257,"0.00, 0.00, 0.00, 1.00",float4
cb4_v258,"0.00, 0.00, 0.00, 1.00",float4
cb4_v259,"0.00, 0.00, 0.00, 1.00",float4
cb4_v260,"0.00, 0.00, 0.00, 1.00",float4
cb4_v261,"0.00, 0.00, 0.00, 1.00",float4
cb4_v262,"0.00, 0.00, 0.00, 1.00",float4
cb4_v263,"0.00, 0.00, 0.00, 1.00",float4
cb4_v264,"0.00, 0.00, 0.00, 1.00",float4
cb4_v265,"0.00, 0.00, 0.00, 1.00",float4
cb4_v266,"0.00, 0.00, 0.00, 1.00",float4
cb4_v267,"0.00, 0.00, 0.00, 1.00",float4
cb4_v268,"0.00, 0.00, 0.00, 1.00",float4
cb4_v269,"0.00, 0.00, 0.00, 1.00",float4
cb4_v270,"0.00, 0.00, 0.00, 1.00",float4
cb4_v271,"0.00, 0.00, 0.00, 1.00",float4
cb4_v272,"0.00, 0.00, 0.00, 1.00",float4
cb4_v273,"0.00, 0.00, 0.00, 1.00",float4
cb4_v274,"0.00, 0.00, 0.00, 1.00",float4
cb4_v275,"0.00, 0.00, 0.00, 1.00",float4
cb4_v276,"0.00, 0.00, 0.00, 1.00",float4
cb4_v277,"0.00, 0.00, 0.00, 1.00",float4
cb4_v278,"0.00, 0.00, 0.00, 1.00",float4
cb4_v279,"0.00, 0.00, 0.00, 1.00",float4
cb4_v280,"0.00, 0.00, 0.00, 1.00",float4
cb4_v281,"0.00, 0.00, 0.00, 1.00",float4
cb4_v282,"0.00, 0.00, 0.00, 1.00",float4
cb4_v283,"0.00, 0.00, 0.00, 1.00",float4
cb4_v284,"0.00, 0.00, 0.00, 1.00",float4
cb4_v285,"0.00, 0.00, 0.00, 1.00",float4
cb4_v286,"0.00, 0.00, 0.00, 1.00",float4
cb4_v287,"0.00, 0.00, 0.00, 1.00",float4
cb4_v288,"0.00, 0.00, 0.00, 1.00",float4
cb4_v289,"0.00, 0.00, 0.00, 1.00",float4
cb4_v290,"0.00, 0.00, 0.00, 1.00",float4
cb4_v291,"0.00, 0.00, 0.00, 1.00",float4
cb4_v292,"0.00, 0.00, 0.00, 1.00",float4
cb4_v293,"0.00, 0.00, 0.00, 1.00",float4
cb4_v294,"0.00, 0.00, 0.00, 1.00",float4
cb4_v295,"0.00, 0.00, 0.00, 1.00",float4
cb4_v296,"0.00, 0.00, 0.00, 1.00",float4
cb4_v297,"0.00, 0.00, 0.00, 1.00",float4
cb4_v298,"0.00, 0.00, 0.00, 1.00",float4
cb4_v299,"0.00, 0.00, 0.00, 1.00",float4
cb4_v300,"0.00, 0.00, 0.00, 1.00",float4
cb4_v301,"0.00, 0.00, 0.00, 1.00",float4
cb4_v302,"0.00, 0.00, 0.00, 1.00",float4
cb4_v303,"0.00, 0.00, 0.00, 1.00",float4
cb4_v304,"0.00, 0.00, 0.00, 1.00",float4
cb4_v305,"0.00, 0.00, 0.00, 1.00",float4
cb4_v306,"0.00, 0.00, 0.00, 1.00",float4
cb4_v307,"0.00, 0.00, 0.00, 1.00",float4
cb4_v308,"0.00, 0.00, 0.00, 1.00",float4
cb4_v309,"0.00, 0.00, 0.00, 1.00",float4
cb4_v310,"0.00, 0.00, 0.00, 1.00",float4
cb4_v311,"0.00, 0.00, 0.00, 1.00",float4
cb4_v312,"0.00, 0.00, 0.00, 1.00",float4
cb4_v313,"0.00, 0.00, 0.00, 1.00",float4
cb4_v314,"0.00, 0.00, 0.00, 1.00",float4
cb4_v315,"0.00, 0.00, 0.00, 1.00",float4
cb4_v316,"0.00, 0.00, 0.00, 1.00",float4
cb4_v317,"0.00, 0.00, 0.00, 1.00",float4
cb4_v318,"0.00, 0.00, 0.00, 1.00",float4
cb4_v319,"0.00, 0.00, 0.00, 1.00",float4
cb4_v320,"0.00, 0.00, 0.00, 1.00",float4
cb4_v321,"0.00, 0.00, 0.00, 1.00",float4
cb4_v322,"0.00, 0.00, 0.00, 1.00",float4
cb4_v323,"0.00, 0.00, 0.00, 1.00",float4
cb4_v324,"0.00, 0.00, 0.00, 1.00",float4
cb4_v325,"0.00, 0.00, 0.00, 1.00",float4
cb4_v326,"0.00, 0.00, 0.00, 1.00",float4
cb4_v327,"0.00, 0.00, 0.00, 1.00",float4
cb4_v328,"0.00, 0.00, 0.00, 1.00",float4
cb4_v329,"0.00, 0.00, 0.00, 1.00",float4
cb4_v330,"0.00, 0.00, 0.00, 1.00",float4
cb4_v331,"0.00, 0.00, 0.00, 1.00",float4
cb4_v332,"0.00, 0.00, 0.00, 1.00",float4
cb4_v333,"0.00, 0.00, 0.00, 1.00",float4
cb4_v334,"0.00, 0.00, 0.00, 1.00",float4
cb4_v335,"0.00, 0.00, 0.00, 1.00",float4
cb4_v336,"0.00, 0.00, 0.00, 1.00",float4
cb4_v337,"0.00, 0.00, 0.00, 1.00",float4
cb4_v338,"0.00, 0.00, 0.00, 1.00",float4
cb4_v339,"0.00, 0.00, 0.00, 1.00",float4
cb4_v340,"0.00, 0.00, 0.00, 1.00",float4
cb4_v341,"1.00, 6.00, 0.00, 0.00",float4
cb4_v342,"1.00, 39.00, 0.00, 0.00",float4
cb4_v343,"1.00, 20.00, 0.00, 0.00",float4
cb4_v344,"1.00, 23.00, 0.00, 0.00",float4
cb4_v345,"1.00, 18.00, 0.00, 0.00",float4
cb4_v346,"1.00, 21.00, 0.00, 0.00",float4
cb4_v347,"1.00, 26.00, 0.00, 0.00",float4
cb4_v348,"1.00, 29.00, 0.00, 0.00",float4
cb4_v349,"1.00, 32.00, 0.00, 0.00",float4
cb4_v350,"1.00, 36.00, 0.00, 0.00",float4
cb4_v351,"1.00, 31.00, 0.00, 0.00",float4
cb4_v352,"1.00, 41.00, 0.00, 0.00",float4
cb4_v353,"1.00, 38.00, 0.00, 0.00",float4
cb4_v354,"1.00, 8.00, 0.00, 0.00",float4
cb4_v355,"1.00, 11.00, 0.00, 0.00",float4
cb4_v356,"1.00, 46.00, 0.00, 0.00",float4
cb4_v357,"1.00, 4.00, 0.00, 0.00",float4
cb4_v358,"1.00, 40.00, 0.00, 0.00",float4
cb4_v359,"1.00, 9.00, 0.00, 0.00",float4
cb4_v360,"1.00, 14.00, 0.00, 0.00",float4
cb4_v361,"1.00, 43.00, 0.00, 0.00",float4
cb4_v362,"1.00, 37.00, 0.00, 0.00",float4
cb4_v363,"1.00, 42.00, 0.00, 0.00",float4
cb4_v364,"1.00, 7.00, 0.00, 0.00",float4
cb4_v365,"1.00, 12.00, 0.00, 0.00",float4
cb4_v366,"1.00, 45.00, 0.00, 0.00",float4
cb4_v367,"1.00, 10.00, 0.00, 0.00",float4
cb4_v368,"1.00, 13.00, 0.00, 0.00",float4
cb4_v369,"1.00, 44.00, 0.00, 0.00",float4
cb4_v370,"1.00, 19.00, 0.00, 0.00",float4
cb4_v371,"1.00, 24.00, 0.00, 0.00",float4
cb4_v372,"1.00, 22.00, 0.00, 0.00",float4
cb4_v373,"1.00, 17.00, 0.00, 0.00",float4
cb4_v374,"1.00, 25.00, 0.00, 0.00",float4
cb4_v375,"1.00, 28.00, 0.00, 0.00",float4
cb4_v376,"1.00, 30.00, 0.00, 0.00",float4
cb4_v377,"1.00, 27.00, 0.00, 0.00",float4
cb4_v378,"1.00, 16.00, 0.00, 0.00",float4
cb4_v379,"1.00, 2.00, 0.00, 0.00",float4
cb4_v380,"1.00, 5.00, 0.00, 0.00",float4
cb4_v381,"1.00, 3.00, 0.00, 0.00",float4
cb4_v382,"1.00, 47.00, 1.00, 0.00",float4
cb4_v383,"1.00, 48.00, 1.00, 0.00",float4
cb4_v384,"1.00, 33.00, 0.00, 0.00",float4
cb4_v385,"1.00, 35.00, 0.00, 0.00",float4
cb4_v386,"1.00, 49.00, 0.00, 0.00",float4
cb4_v387,"1.00, 34.00, 0.00, 0.00",float4
cb4_v388,"1.00, 15.00, 0.00, 0.00",float4
cb4_v389,"1.00, 1.00, 0.00, 0.00",float4
cb4_v390,"0.00, 0.00, 0.00, 1.00",float4
cb4_v391,"0.00, 0.00, 0.00, 1.00",float4
cb4_v392,"0.00, 0.00, 0.00, 1.00",float4
cb4_v393,"0.00, 0.00, 0.00, 1.00",float4
cb4_v394,"0.00, 0.00, 0.00, 1.00",float4
cb4_v395,"0.00, 0.00, 0.00, 1.00",float4
cb4_v396,"0.00, 0.00, 0.00, 1.00",float4
cb4_v397,"0.00, 0.00, 0.00, 1.00",float4
cb4_v398,"0.00, 0.00, 0.00, 1.00",float4
cb4_v399,"0.00, 0.00, 0.00, 1.00",float4
cb4_v400,"0.00, 0.00, 0.00, 1.00",float4
cb4_v401,"0.00, 0.00, 0.00, 1.00",float4
cb4_v402,"0.00, 0.00, 0.00, 1.00",float4
cb4_v403,"0.00, 0.00, 0.00, 1.00",float4
cb4_v404,"0.00, 0.00, 0.00, 1.00",float4
cb4_v405,"0.00, 0.00, 0.00, 1.00",float4
cb4_v406,"0.00, 0.00, 0.00, 1.00",float4
cb4_v407,"0.00, 0.00, 0.00, 1.00",float4
cb4_v408,"0.00, 0.00, 0.00, 1.00",float4
cb4_v409,"0.00, 0.00, 0.00, 1.00",float4
cb4_v410,"0.00, 0.00, 0.00, 1.00",float4
cb4_v411,"0.00, 0.00, 0.00, 1.00",float4
cb4_v412,"0.00, 0.00, 0.00, 1.00",float4
cb4_v413,"0.00, 0.00, 0.00, 1.00",float4
cb4_v414,"0.00, 0.00, 0.00, 1.00",float4
cb4_v415,"0.00, 0.00, 0.00, 1.00",float4
cb4_v416,"0.00, 0.00, 0.00, 1.00",float4
cb4_v417,"0.00, 0.00, 0.00, 1.00",float4
cb4_v418,"0.00, 0.00, 0.00, 1.00",float4
cb4_v419,"0.00, 0.00, 0.00, 1.00",float4
cb4_v420,"0.00, 0.00, 0.00, 1.00",float4
cb4_v421,"0.00, 0.00, 0.00, 1.00",float4
cb4_v422,"0.00, 0.00, 0.00, 1.00",float4
cb4_v423,"0.00, 0.00, 0.00, 1.00",float4
cb4_v424,"0.00, 0.00, 0.00, 1.00",float4
cb4_v425,"0.00, 0.00, 0.00, 1.00",float4
cb4_v426,"0.00, 0.00, 0.00, 1.00",float4
cb4_v427,"0.00, 0.00, 0.00, 1.00",float4
cb4_v428,"0.00, 0.00, 0.00, 1.00",float4
cb4_v429,"0.00, 0.00, 0.00, 1.00",float4
cb4_v430,"0.00, 0.00, 0.00, 1.00",float4
cb4_v431,"0.00, 0.00, 0.00, 1.00",float4
cb4_v432,"0.00, 0.00, 0.00, 1.00",float4
cb4_v433,"0.00, 0.00, 0.00, 1.00",float4
cb4_v434,"0.00, 0.00, 0.00, 1.00",float4
cb4_v435,"0.00, 0.00, 0.00, 1.00",float4
cb4_v436,"0.00, 0.00, 0.00, 1.00",float4
cb4_v437,"0.00, 0.00, 0.00, 1.00",float4
cb4_v438,"0.00, 0.00, 0.00, 1.00",float4
cb4_v439,"0.00, 0.00, 0.00, 1.00",float4
cb4_v440,"0.00, 0.00, 0.00, 1.00",float4
cb4_v441,"0.00, 0.00, 0.00, 1.00",float4
cb4_v442,"0.00, 0.00, 0.00, 1.00",float4
cb4_v443,"0.00, 0.00, 0.00, 1.00",float4
cb4_v444,"0.00, 0.00, 0.00, 1.00",float4
cb4_v445,"0.00, 0.00, 0.00, 1.00",float4
cb4_v446,"0.00, 0.00, 0.00, 1.00",float4
cb4_v447,"0.00, 0.00, 0.00, 1.00",float4
cb4_v448,"0.00, 0.00, 0.00, 1.00",float4
cb4_v449,"0.00, 0.00, 0.00, 1.00",float4
cb4_v450,"0.00, 0.00, 0.00, 1.00",float4
cb4_v451,"0.00, 0.00, 0.00, 1.00",float4
cb4_v452,"0.00, 0.00, 0.00, 1.00",float4
cb4_v453,"0.00, 0.00, 0.00, 1.00",float4
cb4_v454,"0.00, 0.00, 0.00, 1.00",float4
